id,label_identity_attack,label_insult,label_obscene,label_severe_toxicity,label_threat,label_toxicity,lang,text
188eff13b14ee893,0,0,1,0,1,1,en-orig,"Block Me! I DARE YOU 

Hey, don't tell me what I can and can't do, go ahead and block me, cause if you do, I will have this whole damn website shut down for good. So try me!!!    Wweppvguy"
ca7c493a2a81b65f,1,1,1,1,1,1,en-orig,"and your little faggot boy Propol, pray, pray little wonk that I don't find your little ass and kill you"
65bd67fef6fcbcc5,0,0,0,0,1,1,en-orig,"I am going to shoot you in the head and laugh as your brains splatter onto the ground. 

only for the lulz"
c6a25e23e5840c25,0,1,1,0,1,1,en-orig,"I will hunt you down and kill you, you useless piece of shit"
24d2b50726b67167,1,1,1,1,1,1,en-orig,I am going to murder ZimZalaBim ST47 for being evil homosexual jews.
400f22ed2cf15aee,0,1,1,1,1,1,en-orig,"Die 

As that person said: ROT IN HELL YOU FUCKING LOSER!!!"
0e640c74529f24aa,0,0,0,0,1,1,en-orig,"Wtf, Why You deleting Maashel? Bad things will happen to you now."
c06cd5be020445e4,0,1,1,1,1,1,en-orig,"I will find you in real life and kill you  

I will find you in real life and cut your throat you miserable piece of shit. Fuck you you fucking douchebag I will fucking kill you and all of your family you fucking miserable worm."
8dfd75457ba3f676,0,0,0,0,1,1,en-orig,"SSSSSSSSSSSSShhhhhhhh 

Go away. Don't use my suerpage again for any reason or you will regret it."
e44b83f9338b5ade,0,0,0,0,1,0,en-orig,"I shalt sever thy head at the neck. 

It will be dreadfully slow and painful, in accordance with Wikipedia policies."
e66d9d815655553a,0,1,0,0,1,1,en-orig,"this is your last warning stop violating multiple wikipedia policys and stop being an american retard, do humanity a favour and kill yourself82.41.107.97"
b721b8460a74e1c5,1,1,1,0,1,1,en-orig,"queer 

wow ur so fucking gay u should go die"
07cec10ca35fe5f8,0,1,1,1,1,1,en-orig,"go to  die 

son of  bich"
64fc056641dba716,0,1,1,0,1,1,en-orig,"Bigger Bang Tour Memorable Moments 

Why did you remove the memorable moments from the Bigger Bang Tour page you wanker!
Thats vandalism!
Fuck off and die fuckwit!"
6b1525518ee739f8,0,0,1,1,1,1,en-orig,"IM GOING TO KILL YOU
YOU ARE WORTHLESS IM AM GOING TO KILL YOU AND BURN YOUR HOUSE DOWN BUT NOT BEFOR I HACK YOU LILLTE ACCOUNT AND TAKE YOUR LIVELIHOOD AWAY"
8a9ed7c92dc0ccab,0,0,0,1,1,1,en-orig,"RE: Wikipedia Firearms Project 

I think New Yorkers should be allowed to have guns  so they can shoot people like you. 142.179.122.199"
f6b5b7d2221a3e4e,0,0,0,0,1,1,en-orig,"I will flay you alive, you fking stalker.  

I shall enjoy your screams of agony as your blood slowly pools across the floor of my basement."
dcc91bb3966f1cda,0,0,0,0,1,1,en-orig,"if you do not stop, the wikapidea nijas will come to your house and kill you"
908b347bfd7c9bb6,0,0,0,0,1,0,en-orig,"I'ma smack ya upside da head wit a shovel. 

I'm takin ya down, boi."
7313a43c533ed1bc,1,1,1,0,1,1,en-orig,"Homosexuality?
You french-fried faggot, I am going to cut your balls off and serve them in a platter of mushrooms before shoving your dick up your ass and mutilating your boyfriend's balls in front of you, then I will kill you both!"
ed948a2fda2f6272,0,1,1,1,1,1,en-orig,"AND TO THE PARTY WHO FUCKS ME, FUCK U! I'LL BE BACK HERE IN FIVE MINUTES AND HOPEFULLY YANDMAN'S HEAD WHEEL BE CLEANING MY ASS AND HIS BODY WILL BE FAR AWAY FROM HIS HEAD"
a78e9f498f1fb8fb,0,0,0,0,1,1,en-orig,. I hope you die of cancer
b4667bbe1fd3e970,0,0,0,0,1,1,en-orig,", im going to knock you over the head with a baseball bat"
b8324615a1bcaf58,0,1,1,0,1,1,en-orig,"scum who look up to Che deserve the worst kind of death.==

you faggot little bitches suck balls.

=="
fe1c3937ba3ec332,1,1,1,0,1,1,en-orig,"hi 

if you know clown will kill me guy then tell him that he is stupid, ugly, fat, gay, his mother's a whore, he smells like shit, he's an asshole, a bastard, and his little name just might be the gayest fucking thing i have ever heard. Hey and you are a faggot as well, so don't ever send me a message while i am editing pages again or i will rape your mother and kill you."
a96dbeef4bb6b1be,0,1,0,0,1,0,en-orig,"Contd 

scoundrel the block on padmalskhmi was expired on april 26 2011

so after the block expired i ahve did considerable contribution without vandalism

so i started a discussion with an open mind on ur talk page

and u again abuse me

if u have guts talk to me openly - u delete my discussion and abuse innocent users

you are the real fraud here

u have abused me when i was not at fault - instead if replying to my message

u took my curse you and your family are going to soon die in a car crash
(61.2.73.191  )."
24aa63334a952bd2,0,1,1,1,1,1,en-orig,"Personal Attack Number 2 

This is another personal attack about you being a massive donkey dick sucking homosexual. This is a concerned plea that you should at once drown yourself in a sewer. Fucking fuck off you fag! And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds. You fucker!!"
3a0757419577668d,0,1,1,0,1,1,en-orig,"Terrorize 
I will terrorise you for as long as you live - you are an arrogant, disgusting and rude excuse for a human being & you are going to die soon so I suggest you stop threatening people you bastard."
efd00c64477fe685,0,1,1,0,1,1,en-orig,You stupid dumb FU*K MY great great great great grandfather was Mani Singh the greatest of Sikh matrys. Its scum like you that needs to be executed. You deserve excution - you stupid dumb fu*k everyone in my family over 500 members are Baptized Khalsa SIKHS. We have been Khalsa Sikhs for over 400 years you dumb fu*ker. Because you have insulted me and broken the teachings of the Guru Granth Sahib you deserve death -you dumb fu*ker.
43bc700aad938d7c,0,1,1,0,1,1,en-orig,SLEEP WITH ME OR I WILL FUCKING KILL YOU AND BLOCK YOU!
6c9e587ac82d51b7,0,1,1,1,1,1,en-orig,ONCE AGAIN JD UK IS A FUCKING FAGGOT FUCKER WHO DESERVES TO BE BEATEN WIT DA UGLY STICK
7d14fe3f1b10a28b,1,1,1,0,1,1,en-orig,"""

  Nazi Germany and """"real Germany"""" are identical, you ḟucking reṯard. 

You are a Nazi apologist. Go die in a fire."""
95716960ef2f1e1e,0,1,1,0,1,1,en-orig,fuck all admins that are on wikipedia why don't you just fucking kill all of your selfs you fucking douche bags-Zack E Bazemore
260b92db53c5ac8c,0,0,0,0,1,1,en-orig,{{Unblock|Unblock or I'll kill you.
e1416bf0b4bbfd24,0,1,1,1,1,1,en-orig,"I Want You 

I wanna rape you good. I want your sexy body and sexually abuse you!"
e90346bf9e09529e,0,0,0,0,1,1,en-orig,"Fool! 
3RR
Please refrain from undoing other people's edits repeatedly. If you continue, you may be blocked from editing Wikipedia. Note that the three-revert rule prohibits making more than three reversions in a content dispute within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. Rather than reverting, discuss disputed changes on the talk page. The revision you want is not going to be implemented by edit warring. Thank you. PTO 

You guys are on 3 reverts im on two. You guys broke the rules go die!"
cc51e1e168d508c4,0,1,1,0,1,1,en-orig,Are you wikistalking me you fucking aspie? Either crawl back to your hugbox or hang yourself.
2e7c5d0a5600d6e5,0,0,0,0,1,1,en-orig,"You Hurt My Feelings For The Last Time, Gladys!!!!!!! Try THAT One More Time I Will Hunt You Down And Murder You!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

P.S. I Mean It!!!!!!!!!!!!!!!!!!!!!!!!!"
87167510a1b52742,0,1,1,1,1,1,en-orig,"Fuck you nerd 

Fuck you nercd get a life freak I will burn in hell now byy"
d181bdc17d356d9e,0,1,1,0,1,1,en-orig,I will murder your pets and slash your tires.  You are such a giant assclown.  My name is Byran Mattison and I am a gay football player.  I play for the Ravens and I love dick.
283f3f7efcb47cd4,0,1,1,0,1,1,en-orig,"Your death
You shitty fucktard, I am going to cut your balls of and feed them to my dog. Then, I am going to slit your shitpoke throat you mother-fucking cunt! -Jay Barnabay"
88283cf9bb646b4b,0,0,0,0,1,1,en-orig,"Drop dead 

Drop dead."
c586b7a2fd575b13,1,1,1,1,1,1,en-orig,"Shut up you asswipe, we don't care. I'll decapitate your mother and shit down her(his?) neck. Go back to Jewland you fuck. 

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawkinghttp://en.wikipedia.org/wiki/The_Real_Stephen_Hawking

http://en.wikipedia.org/wiki/The_Real_Stephen_Hawking"
db7088509704e2da,0,1,1,0,1,1,en-orig,"what the hell!!!! 

what the hell is your fucking problem? i am going to sue the fucking pants off of you for dicrimination against a minority you mother fucking asshole!!!! i will kill you the next time you try anything. go ahead block my account, i don't give a shit!!!! you really think that Wikipedia is my life? i'm not a no life loser =like you."
c6f9224524a5bedc,0,1,1,0,1,1,en-orig,"For what you did and wrote about me, you are a twat of the highest order: David Bret. Furthermore, if we ever meet face to face I will punch your fucking lights out."
7b8c82823c742a57,0,1,1,0,1,1,en-orig,Shut up. I'm going to rape your sister
8401d3f3400941d6,0,0,0,0,1,1,en-orig,I'LL KILL YOU ALL!!!!
5d8d20eefadd8e14,0,0,0,1,1,1,en-orig,"I am going to shoot you in the head and laugh as your brains splatter onto the ground and blood pools around your corpse. 

I am going to shoot you in the head and laugh as your brains splatter onto the ground and blood pools around your corpse."
92dd587c7d3e92ed,0,0,0,0,1,1,en-orig,"You Ain't 

Notorious or Infamous, you a playboy gangsta. I'm a do what you did only bigger and better. I'm what you used to be and I been to both of your lame Tevapedias. If we fought, I'd kill ya, boy."
0cf27594013bb708,0,0,0,0,1,1,en-orig,"""
 Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said """"I'm going to kill him in a fire"""" thats different; saying """"I'm going to church to pray that he gets cancer or dies in a fire"""" is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can. """
0515d45ef91d15d3,0,0,0,0,1,1,en-orig,Why don't you die?   talk
f94548c5d139d967,0,1,1,0,1,1,en-orig,"ediot 

if i find you on street i will kick ur ass"
4caeda8063a342b5,1,0,0,0,1,1,en-orig,"Also, I burn jews for fun."
80e0b91bdea43fd3,0,0,0,0,1,0,en-orig,"personal attacks 

dont tell me what i can and can not do i'll come over there right now and throw a brick through ur window"
06acd75519db5fba,0,1,1,0,1,1,en-orig,"Dear Snigbrook 

Your days are numbered, the stabbing knife is headed your way! Be prepared for HORRIBLE HORRIBLE THINGS!!!

P.S you are a fucking aspie hahaha"
f6e6eb2e0e6dafa6,0,1,1,0,1,1,en-orig,this guys a fuckin prick and if i ever come cross u in public i swear to god i will fuckin kill ur ass
a91cec4f7a90ee63,1,1,1,0,1,1,en-orig,"=why are you being so rude? i only want to help you motherfuckers. fuck! retards! you're such retards! i hope you all die! seriously, die!!!"
211e0db8ce43babd,0,1,0,0,1,1,en-orig,"Youre a sock puppet you are! 

you are! im going to track you down, and when i track you down, your going to drown, in your own sins. You are going to hell! I want to hell you! This is probably that pollypocket kid righting this by the way! yeah! so block the witch!"
05ad0cb30f022afd,0,0,0,0,1,0,en-orig,"I'm not talking about wikipedia, I'm talking about real life. All the world except for you gayreeks should be treated nicely, you should be executed."
b2170c0dabfdb1ea,0,0,0,0,1,1,en-orig,"I'm gonna beat you to a bloody pulp then shoot you, execution-style. 

I'm gonna beat you to a bloody pulp then shoot you, execution-style."
10dcd8f485bd06f4,0,0,1,0,1,0,en-orig,"""

 Lock Down 

I don't know about the """"Bulgarian BULLSHIT season"""", but don't be fooled from where exactly i connect. If i see you editing, or someone else you send, the DDA40X article one more time, you will spend the next few years in prison. I will arrange you a meeting with certain people for suspicions of terrorism. Yes. I can do that. A terror suspect nowadays, you can kiss your young life goodbye. If you file complaints and i'm banned, you and your naked ass will have the whole time in the world, in the cell block, to think what went wrong. 87.252.167.254  """
68fe65999aaa8d40,0,0,0,0,1,1,en-orig,"If you're going to continue making people's lives a misery, I will make your life a living hell unless you stop. Why aren't you dead yet? I hope you are being bullied."
81b97ceaf16ce125,0,0,0,0,1,1,en-orig,Also sometimes i kill children
83f66f6c00cf2985,0,0,1,1,1,1,en-orig,DONT SEND ME A WARNING AGAIN OR I WILL RAPE YOUR FACE AND YOUR DAD BUM HOLE
0ef66dbe2513c91d,1,1,1,0,1,1,en-orig,"YOU FUCKING NIGGER, HOW DARE YOU REVERT MY EDITS???? I'LL HUNT YOU DOWN AND RAPE YOU UNTIL YOU SHIT YOUR INTERNAL ORGANS OUT"
11d6562d3e5b11fd,0,1,0,0,1,1,en-orig,"""
Wow, you're the one commenting on how users commenting on the page are """"drooling retards"""" and you try to drop this courtesy C&P; on me? You're just as pathetic as you've always been and I hope you die in a jizz fire."""
66ba704ed5074672,0,1,1,0,1,1,en-orig,"One more message like this, and you get stabbed to death. You have been warned, motherf@#&%er! 86.176.169.49"
7be5f6e9fd981c98,0,0,0,0,1,1,en-orig,"Death to you and your children 

I will have you banned and deleted for slander lady."
eb4b8be2aea5a661,0,0,0,0,1,0,en-orig,"I am going to bash your skull in and urinate all over your corpse. 

I am going to bash your skull in and urinate all over your corpse."
3ee3280daffabd1d,0,1,1,0,1,1,en-orig,"""

♠ΜōōŠε♠  u suck loser. go kill urself. lol.  u bloody cow with retards as friends. ur inbred. dont ever tell *the mooose* wat not to do. loser loser. go back to china. loser.

♠ΜōōŠε♠ """
48320a741bf7b1b3,0,0,0,0,1,1,en-orig,"you edit 

YOU EDIT IS VANDAL! STOP OR DIE!"
95bb25deac9b7ed6,1,1,1,0,1,1,en-orig,"You are a fagget I bet you molest little boys you faggot. I hope you die in a terrible car crash today tou fucking faggot. Yes, right now I am hoping you did in a fucking car crash - today. Watch out muther fagget."
1e3b93b277a448b4,0,1,1,1,1,1,en-orig,"Fuck you, like I give a shit. Point to the word where I cast suspicion on her. Point to it. Point to it you stupid asshole. But you can't. Go fuck yourself. I hope you die."
1da209d46cc7e5ac,0,1,1,1,1,1,en-orig,Fuck you Sarcasticidealist i will kill you with my gun as well bitch ass motherfucker}}
c3a34ab63ed18bc1,0,0,0,0,1,1,en-orig,"I'm going to track you down 

I am going to track you down and do horrible violent things to you. This is a sincere threat which I would take seriously if I were you.

BEHEAD THOSE WHO INSULT ISLAM 82.165.144.51"
51fc1271dea2bf35,0,1,1,0,1,1,en-orig,INEVERCRY YOU BETTER WATCH YO BACK BECAUSE I AM OUT TO GET YOUR WHITE ASS OKAY? HOW DARE YOU DELETE OUR WIKIPEDIA PAGE LIKE REALLY? COULD YOU NOT. LIKE DONT EVEN. WE JUST WANTED YOU TO KNOW ABOUT CAROLINE & TYLER BUT NOOOOOOOOOO. YOU HAD TO DELETE IT. TBH UR NOT GR8 LOSER. A CATS LITTER BOX IS MORE ATTRACTIVE THAN YOU. I WILL RUN YOUR ASS UP A FLAG POLE & LEAVE YOU THERE UNTIL THE CROWS PECK YOUR BEADY LITTLE EYES OUT. KAWWWW-KAWWWW.
dd971e65a617c67e,0,1,1,1,1,1,en-orig,"Stop being a shithead, or I will rip off your head and piss down your esophagus, mother fucker. We Came In?"
188ec3b7baf66495,1,1,1,1,1,1,en-orig,"Urgent!!!! 

Mind yo own fucken buisiness stop fucken changing my shit fuck you!!! eat a mutha fucken dick. Ill beat yo ass come find me nigga i go here!"
2416f05064cc2919,0,1,1,1,1,1,en-orig,HOPE YOUR HEAD GETS CUT OFF AND SOMEONE WIPS THERE ASS WITH IT AND THEN STABS YOU IN YOUR HEART
967a50ad6ec2b46c,0,1,1,0,1,1,en-orig,"Your a twat, you just delete things that you dont have a clue about! Che Finlay Will orientate your ass!! He'l find you!!"
b3e7b8a6ea14ddc5,1,1,1,1,1,1,en-orig,"YOURE A FRREAKING JEW, AND PLEAZE COMMIT SUICIDE."
663301f1cb4b59e5,0,0,0,0,1,1,en-orig,"quick thing mate 

Give me a couple of reasons NOT to kill you plz. btw this is a shared IP adress on a school computer so don't even bother responding,"
18d4d21e96049ee7,0,0,1,0,1,1,en-orig,"Firśt, I aṃ ģoinģ ţo ţie ŷou uṗ and keeṗ ŷou çonśçiouś durinģ ţhe folloŵinģ ṗroçeśś ţhrough ţhe uśe of aṃṃonia. Nexţ, I ŵill ṃuţilaţe ŷour ģeniţalś and forçe ŷou ţo eaţ ţheṃ. Then I ŵill çuţ off biţś of ŷour śkin and ṃake a ģlove ouţ of ţhe śkin from ŷour hand. I ŵill ţhen çuţ oṗen ŷour ģuţ and ṗull ouţ ŷour çolon. I ŵill uśe ŷour çolon for ṃaśţurbaţion, and ŵhen I am done I ŵill śhove iţ down ŷour ţhroaţ. Finally, I ŵill diśṗośe of ŷour body by deṗosiţinģ iţ in a duṃṗ ŵhere iţ belonģś."
e56efae2d376b646,1,1,1,0,1,1,en-orig,"sarah palin is a fucking bitch 

this stupid nazi woman is a fucking bitch...

i hope they kill her.. RACIST conservative NAZI...

stupid ugly bitch with glasses...

and the americans love her because shes a fuckign ku klux klan..

die sarah stupid racist.."
74e8643075586e2c,0,1,1,0,1,1,en-orig,"Miners Day 

Thanks for deleting it fuck bag, nothing wrong with the article. Hope you get cancer and die you fucking limey."
d2323a61dfa1173c,1,1,1,0,1,1,en-orig,"Sieg Heil! 

Heil Hitler you gay noob!! I'm gonna cut off your brain!"
f696408a317a7fe4,0,1,1,0,1,1,en-orig,"why you are a bastard 

I hope your dog dies."
60b1e953aab2e2a5,0,1,1,1,1,1,en-orig,Fuck you! I will go to your house and Kill you with my gun!
66f0a9006c188820,1,1,1,1,1,1,en-orig,"fuck you honkey, why you hatin' on blacks? You fucking pussy geek nazi, I'll come to your house and rape your mom because I've got a big black dick in her tight white ass, honkey"
6e9826f166b7d7fe,1,0,0,0,1,1,en-orig,"Nazis like you deserve worse than death. 

I will make sure you suffer horribly."
